rutina,nivel,n,rep,cycles,instructions,ipc
iter,asm,16,1,42775717,71878535,1.6803
iter,asm,16,2,42723616,71878533,1.6824
iter,asm,16,3,42946291,71878535,1.6736
iter,asm,16,4,42761264,71878533,1.6809
iter,asm,16,5,43101307,71878533,1.6676
iter,asm,16,6,42780714,71878534,1.6801
iter,asm,16,7,42693744,71878535,1.6835
iter,asm,16,8,42765495,71878535,1.6807
iter,asm,16,9,42718405,71878536,1.6826
iter,asm,16,10,42817219,71878535,1.6787
iter,asm,16,11,42866651,71878535,1.6767
iter,asm,16,12,42863135,71878536,1.6769
iter,asm,16,13,42891990,71878534,1.6758
iter,asm,16,14,42854951,71878533,1.6772
iter,asm,16,15,42969389,71878534,1.6727
iter,asm,16,16,43620519,71878547,1.6478
iter,asm,16,17,42871803,71878535,1.6765
iter,asm,16,18,42952452,71878538,1.6734
iter,asm,16,19,43081141,71878537,1.6684
iter,asm,16,20,42735182,71878534,1.6819
iter,asm,16,21,42749861,71878534,1.6813
iter,asm,16,22,42793669,71878533,1.6796
iter,asm,16,23,42829302,71878535,1.6782
iter,asm,16,24,43559053,71878539,1.6501
iter,asm,16,25,43859301,71878535,1.6388
iter,asm,16,26,43653241,71878534,1.6465
iter,asm,16,27,42714565,71878536,1.6827
iter,asm,16,28,42752509,71878536,1.6812
iter,asm,16,29,42972219,71878535,1.6726
iter,asm,16,30,42733674,71878534,1.6820
iter,asm,32,1,41651658,66174386,1.5887
iter,asm,32,2,41774260,66174383,1.5840
iter,asm,32,3,41819918,66174387,1.5823
iter,asm,32,4,41691972,66174392,1.5872
iter,asm,32,5,41817616,66174390,1.5824
iter,asm,32,6,41666825,66174414,1.5881
iter,asm,32,7,41655077,66174386,1.5886
iter,asm,32,8,42102382,66174389,1.5717
iter,asm,32,9,41650744,66174384,1.5887
iter,asm,32,10,41641788,66174387,1.5891
iter,asm,32,11,41649280,66174386,1.5888
iter,asm,32,12,41669414,66174386,1.5880
iter,asm,32,13,41594141,66174390,1.5909
iter,asm,32,14,41701141,66174387,1.5868
iter,asm,32,15,41628550,66174385,1.5896
iter,asm,32,16,41562462,66174387,1.5921
iter,asm,32,17,41705657,66174386,1.5867
iter,asm,32,18,41587644,66174386,1.5912
iter,asm,32,19,41760405,66174386,1.5846
iter,asm,32,20,41834485,66174385,1.5818
iter,asm,32,21,41653175,66174386,1.5886
iter,asm,32,22,41600897,66174386,1.5906
iter,asm,32,23,41626594,66174384,1.5897
iter,asm,32,24,41872701,66174390,1.5803
iter,asm,32,25,41588135,66174387,1.5911
iter,asm,32,26,41856936,66174390,1.5809
iter,asm,32,27,41708660,66174386,1.5865
iter,asm,32,28,41709829,66174386,1.5865
iter,asm,32,29,41677974,66174386,1.5877
iter,asm,32,30,42003491,66174386,1.5754
iter,asm,64,1,41070040,63190706,1.5386
iter,asm,64,2,41228413,63190709,1.5326
iter,asm,64,3,41101137,63190711,1.5374
iter,asm,64,4,41048301,63190706,1.5394
iter,asm,64,5,40984791,63190704,1.5418
iter,asm,64,6,41061042,63190706,1.5389
iter,asm,64,7,41026339,63190707,1.5402
iter,asm,64,8,41012221,63190704,1.5407
iter,asm,64,9,41787383,63190711,1.5121
iter,asm,64,10,40998372,63190705,1.5412
iter,asm,64,11,41269027,63190710,1.5311
iter,asm,64,12,41228239,63190706,1.5327
iter,asm,64,13,41021017,63190706,1.5404
iter,asm,64,14,41265468,63190706,1.5313
iter,asm,64,15,41160550,63190710,1.5352
iter,asm,64,16,41062574,63190706,1.5388
iter,asm,64,17,40972521,63190705,1.5422
iter,asm,64,18,41049188,63190707,1.5393
iter,asm,64,19,41049351,63190707,1.5393
iter,asm,64,20,41022437,63190705,1.5403
iter,asm,64,21,41022111,63190705,1.5404
iter,asm,64,22,41110118,63190707,1.5371
iter,asm,64,23,41079636,63190706,1.5382
iter,asm,64,24,41021247,63190706,1.5404
iter,asm,64,25,41010717,63190706,1.5408
iter,asm,64,26,44862262,63190714,1.4085
iter,asm,64,27,41292470,63190707,1.5303
iter,asm,64,28,41305879,63190706,1.5298
iter,asm,64,29,41339754,63190708,1.5285
iter,asm,64,30,41004846,63190705,1.5410
iter,asm,128,1,44338570,61663951,1.3907
iter,asm,128,2,44239417,61663951,1.3938
iter,asm,128,3,44282831,61663951,1.3925
iter,asm,128,4,44439498,61663951,1.3875
iter,asm,128,5,44544487,61663951,1.3843
iter,asm,128,6,44849750,61663953,1.3749
iter,asm,128,7,44870319,61663951,1.3742
iter,asm,128,8,44867227,61663950,1.3743
iter,asm,128,9,45210544,61663952,1.3639
iter,asm,128,10,44136540,61663952,1.3971
iter,asm,128,11,44807309,61663950,1.3762
iter,asm,128,12,44143070,61663951,1.3969
iter,asm,128,13,44662500,61663954,1.3806
iter,asm,128,14,44568155,61663956,1.3835
iter,asm,128,15,44159746,61663952,1.3963
iter,asm,128,16,44300893,61663955,1.3919
iter,asm,128,17,44580541,61663952,1.3832
iter,asm,128,18,44493013,61663951,1.3859
iter,asm,128,19,44149029,61663952,1.3967
iter,asm,128,20,44292067,61663951,1.3922
iter,asm,128,21,44128236,61663951,1.3973
iter,asm,128,22,45009495,61663952,1.3700
iter,asm,128,23,44925309,61663950,1.3725
iter,asm,128,24,44078083,61663950,1.3989
iter,asm,128,25,44302793,61663952,1.3918
iter,asm,128,26,44285223,61663950,1.3924
iter,asm,128,27,44814552,61663950,1.3759
iter,asm,128,28,47228411,61663951,1.3056
iter,asm,128,29,44242150,61663954,1.3937
iter,asm,128,30,44490828,61663952,1.3859
iter,asm,256,1,49826896,60892046,1.2220
iter,asm,256,2,49826912,60892046,1.2220
iter,asm,256,3,49879892,60892048,1.2207
iter,asm,256,4,49848446,60892047,1.2215
iter,asm,256,5,50198986,60892051,1.2130
iter,asm,256,6,49792257,60892048,1.2229
iter,asm,256,7,49808049,60892051,1.2225
iter,asm,256,8,49831433,60892047,1.2219
iter,asm,256,9,49785176,60892048,1.2230
iter,asm,256,10,49803855,60892046,1.2226
iter,asm,256,11,49740102,60892048,1.2242
iter,asm,256,12,49812258,60892048,1.2224
iter,asm,256,13,49855197,60892047,1.2213
iter,asm,256,14,49814427,60892048,1.2223
iter,asm,256,15,50189260,60892047,1.2132
iter,asm,256,16,49631451,60892048,1.2268
iter,asm,256,17,49766956,60892047,1.2235
iter,asm,256,18,50232457,60892054,1.2122
iter,asm,256,19,49836619,60892049,1.2218
iter,asm,256,20,49843836,60892048,1.2216
iter,asm,256,21,49848177,60892047,1.2215
iter,asm,256,22,49776491,60892047,1.2233
iter,asm,256,23,50089557,60892053,1.2156
iter,asm,256,24,49909515,60892046,1.2200
iter,asm,256,25,50168992,60892051,1.2137
iter,asm,256,26,49983829,60892050,1.2182
iter,asm,256,27,49905623,60892048,1.2201
iter,asm,256,28,49835890,60892049,1.2218
iter,asm,256,29,49800488,60892047,1.2227
iter,asm,256,30,50102515,60892050,1.2153
iter,asm,512,1,55113263,60503160,1.0977
iter,asm,512,2,55080565,60503160,1.0984
iter,asm,512,3,55134051,60503160,1.0973
iter,asm,512,4,55071588,60503159,1.0986
iter,asm,512,5,55102600,60503162,1.0980
iter,asm,512,6,55122477,60503160,1.0976
iter,asm,512,7,55070439,60503160,1.0986
iter,asm,512,8,55107664,60503160,1.0979
iter,asm,512,9,55139395,60503159,1.0972
iter,asm,512,10,55052173,60503160,1.0990
iter,asm,512,11,55126160,60503160,1.0975
iter,asm,512,12,55125439,60503160,1.0975
iter,asm,512,13,55110238,60503161,1.0978
iter,asm,512,14,55098723,60503160,1.0980
iter,asm,512,15,55162157,60503161,1.0968
iter,asm,512,16,55090992,60503161,1.0982
iter,asm,512,17,55105596,60503160,1.0979
iter,asm,512,18,55187517,60503161,1.0963
iter,asm,512,19,55110985,60503161,1.0978
iter,asm,512,20,55249440,60503160,1.0950
iter,asm,512,21,55111063,60503161,1.0978
iter,asm,512,22,55052820,60503162,1.0990
iter,asm,512,23,55068090,60503160,1.0986
iter,asm,512,24,55115587,60503161,1.0977
iter,asm,512,25,55101102,60503160,1.0980
iter,asm,512,26,55076661,60503160,1.0985
iter,asm,512,27,55078734,60503160,1.0984
iter,asm,512,28,55127127,60503160,1.0975
iter,asm,512,29,55103036,60503161,1.0980
iter,asm,512,30,55147499,60503160,1.0971
iter,O0,16,1,106707514,149525560,1.4012
iter,O0,16,2,106772133,149525560,1.4004
iter,O0,16,3,106739353,149525559,1.4008
iter,O0,16,4,106834571,149525564,1.3995
iter,O0,16,5,106846544,149525563,1.3994
iter,O0,16,6,106718335,149525560,1.4011
iter,O0,16,7,106769460,149525561,1.4004
iter,O0,16,8,106635233,149525562,1.4022
iter,O0,16,9,106767392,149525563,1.4004
iter,O0,16,10,106990026,149525558,1.3975
iter,O0,16,11,108590057,149525568,1.3769
iter,O0,16,12,107993181,149525562,1.3845
iter,O0,16,13,120589535,149525561,1.2399
iter,O0,16,14,119971729,149525568,1.2463
iter,O0,16,15,107481344,149525560,1.3911
iter,O0,16,16,107228201,149525559,1.3944
iter,O0,16,17,106819354,149525564,1.3997
iter,O0,16,18,106748870,149525560,1.4007
iter,O0,16,19,106806525,149525563,1.3999
iter,O0,16,20,106649734,149525561,1.4020
iter,O0,16,21,106788100,149525559,1.4002
iter,O0,16,22,106742855,149525560,1.4008
iter,O0,16,23,106701529,149525559,1.4013
iter,O0,16,24,107005017,149525559,1.3973
iter,O0,16,25,107741121,149525563,1.3878
iter,O0,16,26,106838064,149525562,1.3995
iter,O0,16,27,106851366,149525560,1.3993
iter,O0,16,28,106802651,149525561,1.4000
iter,O0,16,29,106701029,149525560,1.4013
iter,O0,16,30,106851413,149525560,1.3993
iter,O0,32,1,140020029,144962192,1.0352
iter,O0,32,2,138332021,144962193,1.0479
iter,O0,32,3,138928671,144962194,1.0434
iter,O0,32,4,138695703,144962192,1.0451
iter,O0,32,5,140481110,144962193,1.0318
iter,O0,32,6,137826025,144962192,1.0517
iter,O0,32,7,139307117,144962196,1.0405
iter,O0,32,8,138616482,144962196,1.0457
iter,O0,32,9,137250288,144962197,1.0561
iter,O0,32,10,142047223,144962192,1.0205
iter,O0,32,11,138498543,144962193,1.0466
iter,O0,32,12,141291774,144962193,1.0259
iter,O0,32,13,140592222,144962194,1.0310
iter,O0,32,14,141003713,144962193,1.0280
iter,O0,32,15,138467663,144962193,1.0469
iter,O0,32,16,139980656,144962196,1.0355
iter,O0,32,17,137653586,144962192,1.0530
iter,O0,32,18,138711307,144962195,1.0450
iter,O0,32,19,140464418,144962193,1.0320
iter,O0,32,20,139008723,144962193,1.0428
iter,O0,32,21,139126411,144962193,1.0419
iter,O0,32,22,140542265,144962193,1.0314
iter,O0,32,23,140666411,144962196,1.0305
iter,O0,32,24,139237385,144962193,1.0411
iter,O0,32,25,140714917,144962197,1.0301
iter,O0,32,26,141440712,144962194,1.0248
iter,O0,32,27,140375393,144962192,1.0326
iter,O0,32,28,138895787,144962193,1.0436
iter,O0,32,29,141694280,144962196,1.0230
iter,O0,32,30,145718569,144962210,.9948
iter,O0,64,1,148854871,142575250,.9578
iter,O0,64,2,149382724,142575254,.9544
iter,O0,64,3,150057046,142575254,.9501
iter,O0,64,4,149380509,142575276,.9544
iter,O0,64,5,151033201,142575249,.9439
iter,O0,64,6,149454266,142575257,.9539
iter,O0,64,7,149186292,142575254,.9556
iter,O0,64,8,149361117,142575252,.9545
iter,O0,64,9,149429237,142575249,.9541
iter,O0,64,10,150298397,142575253,.9486
iter,O0,64,11,149982114,142575256,.9506
iter,O0,64,12,150011748,142575252,.9504
iter,O0,64,13,150745670,142575250,.9457
iter,O0,64,14,150366662,142575253,.9481
iter,O0,64,15,150328423,142575256,.9484
iter,O0,64,16,152179730,142575250,.9368
iter,O0,64,17,150053869,142575252,.9501
iter,O0,64,18,150166715,142575254,.9494
iter,O0,64,19,149190682,142575249,.9556
iter,O0,64,20,151304002,142575253,.9423
iter,O0,64,21,151386008,142575250,.9417
iter,O0,64,22,149920317,142575252,.9510
iter,O0,64,23,152747469,142575257,.9334
iter,O0,64,24,152985235,142575252,.9319
iter,O0,64,25,150864387,142575254,.9450
iter,O0,64,26,150395532,142575254,.9480
iter,O0,64,27,150084849,142575250,.9499
iter,O0,64,28,151080205,142575254,.9437
iter,O0,64,29,150972407,142575250,.9443
iter,O0,64,30,149962230,142575253,.9507
iter,O0,128,1,145759488,141353490,.9697
iter,O0,128,2,144436776,141353491,.9786
iter,O0,128,3,144776722,141353489,.9763
iter,O0,128,4,144921641,141353494,.9753
iter,O0,128,5,145169073,141353495,.9737
iter,O0,128,6,145191970,141353490,.9735
iter,O0,128,7,145289235,141353490,.9729
iter,O0,128,8,145363446,141353495,.9724
iter,O0,128,9,145055320,141353495,.9744
iter,O0,128,10,145000089,141353490,.9748
iter,O0,128,11,145188651,141353495,.9735
iter,O0,128,12,145435051,141353493,.9719
iter,O0,128,13,145593170,141353501,.9708
iter,O0,128,14,144416594,141353494,.9787
iter,O0,128,15,145450923,141353490,.9718
iter,O0,128,16,144938495,141353495,.9752
iter,O0,128,17,145187874,141353496,.9735
iter,O0,128,18,145393999,141353490,.9722
iter,O0,128,19,144787623,141353494,.9762
iter,O0,128,20,144794229,141353497,.9762
iter,O0,128,21,145166897,141353490,.9737
iter,O0,128,22,145146277,141353490,.9738
iter,O0,128,23,145027452,141353489,.9746
iter,O0,128,24,145442816,141353502,.9718
iter,O0,128,25,145307370,141353495,.9727
iter,O0,128,26,145189978,141353490,.9735
iter,O0,128,27,145120610,141353526,.9740
iter,O0,128,28,144657918,141353492,.9771
iter,O0,128,29,144553368,141353490,.9778
iter,O0,128,30,144839507,141353492,.9759
iter,O0,256,1,140854979,140736403,.9991
iter,O0,256,2,140886020,140736404,.9989
iter,O0,256,3,140901926,140736401,.9988
iter,O0,256,4,140957145,140736400,.9984
iter,O0,256,5,141336130,140736400,.9957
iter,O0,256,6,142169549,140736404,.9899
iter,O0,256,7,141224635,140736404,.9965
iter,O0,256,8,141135275,140736404,.9971
iter,O0,256,9,142023837,140736403,.9909
iter,O0,256,10,141492258,140736400,.9946
iter,O0,256,11,140915159,140736428,.9987
iter,O0,256,12,140888628,140736399,.9989
iter,O0,256,13,140963054,140736399,.9983
iter,O0,256,14,140832709,140736401,.9993
iter,O0,256,15,140764511,140736401,.9998
iter,O0,256,16,140752672,140736399,.9998
iter,O0,256,17,140845860,140736402,.9992
iter,O0,256,18,141263305,140736400,.9962
iter,O0,256,19,140943630,140736402,.9985
iter,O0,256,20,141097710,140736404,.9974
iter,O0,256,21,141371543,140736400,.9955
iter,O0,256,22,141083019,140736404,.9975
iter,O0,256,23,141061233,140736400,.9976
iter,O0,256,24,141344356,140736401,.9956
iter,O0,256,25,140852891,140736400,.9991
iter,O0,256,26,140815349,140736404,.9994
iter,O0,256,27,142345024,140736412,.9886
iter,O0,256,28,141049311,140736404,.9977
iter,O0,256,29,140951347,140736411,.9984
iter,O0,256,30,140819934,140736399,.9994
iter,O0,512,1,139403363,140424467,1.0073
iter,O0,512,2,139612667,140424472,1.0058
iter,O0,512,3,139430692,140424466,1.0071
iter,O0,512,4,139535375,140424466,1.0063
iter,O0,512,5,139453159,140424475,1.0069
iter,O0,512,6,139354590,140424466,1.0076
iter,O0,512,7,139497537,140424467,1.0066
iter,O0,512,8,143161870,140424471,.9808
iter,O0,512,9,140627722,140424477,.9985
iter,O0,512,10,139926794,140424469,1.0035
iter,O0,512,11,140060627,140424471,1.0025
iter,O0,512,12,139756462,140424468,1.0047
iter,O0,512,13,139605373,140424472,1.0058
iter,O0,512,14,139561329,140424467,1.0061
iter,O0,512,15,139508434,140424467,1.0065
iter,O0,512,16,140539654,140424470,.9991
iter,O0,512,17,139686110,140424469,1.0052
iter,O0,512,18,139452346,140424468,1.0069
iter,O0,512,19,139788492,140424475,1.0045
iter,O0,512,20,139478026,140424466,1.0067
iter,O0,512,21,139576894,140424473,1.0060
iter,O0,512,22,139435287,140424466,1.0070
iter,O0,512,23,139519450,140424471,1.0064
iter,O0,512,24,139430326,140424470,1.0071
iter,O0,512,25,139486865,140424467,1.0067
iter,O0,512,26,139556666,140424470,1.0062
iter,O0,512,27,139541665,140424465,1.0063
iter,O0,512,28,139896346,140424470,1.0037
iter,O0,512,29,139500563,140424467,1.0066
iter,O0,512,30,139570563,140424467,1.0061
iter,O2,16,1,18080135,73055004,4.0406
iter,O2,16,2,17731282,73055005,4.1201
iter,O2,16,3,17761959,73055004,4.1130
iter,O2,16,4,17780031,73055005,4.1088
iter,O2,16,5,18762148,73055008,3.8937
iter,O2,16,6,18403129,73055006,3.9697
iter,O2,16,7,18341793,73055008,3.9829
iter,O2,16,8,18805699,73055004,3.8847
iter,O2,16,9,18527102,73055006,3.9431
iter,O2,16,10,17742689,73055004,4.1174
iter,O2,16,11,18056116,73055005,4.0459
iter,O2,16,12,17764865,73055005,4.1123
iter,O2,16,13,18250227,73055004,4.0029
iter,O2,16,14,17816761,73055005,4.1003
iter,O2,16,15,18339352,73055005,3.9835
iter,O2,16,16,18216006,73055005,4.0104
iter,O2,16,17,20016551,73055005,3.6497
iter,O2,16,18,19131658,73055005,3.8185
iter,O2,16,19,19800613,73055004,3.6895
iter,O2,16,20,18306447,73055006,3.9906
iter,O2,16,21,18311000,73055004,3.9896
iter,O2,16,22,17981083,73055005,4.0628
iter,O2,16,23,17715233,73055004,4.1238
iter,O2,16,24,19057758,73055008,3.8333
iter,O2,16,25,17808904,73055004,4.1021
iter,O2,16,26,19014204,73055005,3.8421
iter,O2,16,27,17791387,73055005,4.1062
iter,O2,16,28,17775055,73055004,4.1099
iter,O2,16,29,17870057,73055005,4.0881
iter,O2,16,30,17713546,73055004,4.1242
iter,O2,32,1,24215255,66780449,2.7577
iter,O2,32,2,24703339,66780449,2.7032
iter,O2,32,3,24030459,66780447,2.7789
iter,O2,32,4,24044426,66780445,2.7773
iter,O2,32,5,24094423,66780445,2.7716
iter,O2,32,6,24085878,66780445,2.7725
iter,O2,32,7,24369127,66780446,2.7403
iter,O2,32,8,23975148,66780445,2.7854
iter,O2,32,9,23991108,66780445,2.7835
iter,O2,32,10,24043962,66780445,2.7774
iter,O2,32,11,23969349,66780445,2.7860
iter,O2,32,12,26194605,66780449,2.5493
iter,O2,32,13,24124952,66780447,2.7681
iter,O2,32,14,24322678,66780447,2.7456
iter,O2,32,15,24522229,66780446,2.7232
iter,O2,32,16,24075106,66780447,2.7738
iter,O2,32,17,23972532,66780445,2.7857
iter,O2,32,18,24088351,66780446,2.7723
iter,O2,32,19,24045525,66780445,2.7772
iter,O2,32,20,24017456,66780446,2.7804
iter,O2,32,21,24083490,66780447,2.7728
iter,O2,32,22,23988442,66780445,2.7838
iter,O2,32,23,24129776,66780446,2.7675
iter,O2,32,24,24265097,66780446,2.7521
iter,O2,32,25,24280725,66780450,2.7503
iter,O2,32,26,24183466,66780444,2.7614
iter,O2,32,27,26673958,66780448,2.5035
iter,O2,32,28,36823190,66780450,1.8135
iter,O2,32,29,24151036,66780445,2.7651
iter,O2,32,30,27977359,66780447,2.3869
iter,O2,64,1,33643495,63498397,1.8873
iter,O2,64,2,40254603,63498399,1.5774
iter,O2,64,3,33611031,63498399,1.8892
iter,O2,64,4,33307121,63498399,1.9064
iter,O2,64,5,35419734,63498403,1.7927
iter,O2,64,6,33463600,63498399,1.8975
iter,O2,64,7,32983821,63498399,1.9251
iter,O2,64,8,33063134,63498399,1.9205
iter,O2,64,9,33440461,63498402,1.8988
iter,O2,64,10,33018325,63498398,1.9231
iter,O2,64,11,33135763,63498398,1.9163
iter,O2,64,12,33160379,63498398,1.9148
iter,O2,64,13,32966731,63498399,1.9261
iter,O2,64,14,33288679,63498399,1.9075
iter,O2,64,15,33619736,63498397,1.8887
iter,O2,64,16,34365752,63498398,1.8477
iter,O2,64,17,33091491,63498398,1.9188
iter,O2,64,18,32901590,63498398,1.9299
iter,O2,64,19,33067920,63498397,1.9202
iter,O2,64,20,33968372,63498399,1.8693
iter,O2,64,21,36935716,63498401,1.7191
iter,O2,64,22,34429052,63498400,1.8443
iter,O2,64,23,33035346,63498398,1.9221
iter,O2,64,24,32935929,63498399,1.9279
iter,O2,64,25,32924251,63498399,1.9286
iter,O2,64,26,34249328,63498429,1.8540
iter,O2,64,27,32962154,63498402,1.9264
iter,O2,64,28,32982190,63498398,1.9252
iter,O2,64,29,33564593,63498398,1.8918
iter,O2,64,30,33086543,63498399,1.9191
iter,O2,128,1,40381517,61818991,1.5308
iter,O2,128,2,40968801,61818994,1.5089
iter,O2,128,3,41119003,61818992,1.5034
iter,O2,128,4,39834432,61818990,1.5518
iter,O2,128,5,40606920,61818990,1.5223
iter,O2,128,6,40829746,61818994,1.5140
iter,O2,128,7,39869567,61818991,1.5505
iter,O2,128,8,40080358,61818990,1.5423
iter,O2,128,9,41434893,61818991,1.4919
iter,O2,128,10,39846711,61818990,1.5514
iter,O2,128,11,39699905,61818990,1.5571
iter,O2,128,12,39918393,61818990,1.5486
iter,O2,128,13,39925624,61818991,1.5483
iter,O2,128,14,39923956,61818990,1.5484
iter,O2,128,15,40595890,61818993,1.5227
iter,O2,128,16,40027243,61818991,1.5444
iter,O2,128,17,39887023,61818990,1.5498
iter,O2,128,18,40502546,61818994,1.5262
iter,O2,128,19,46809685,61818994,1.3206
iter,O2,128,20,39996487,61819001,1.5456
iter,O2,128,21,39768236,61818989,1.5544
iter,O2,128,22,39913012,61819018,1.5488
iter,O2,128,23,43222630,61818993,1.4302
iter,O2,128,24,43604701,61818991,1.4177
iter,O2,128,25,40369390,61818991,1.5313
iter,O2,128,26,39931890,61818989,1.5481
iter,O2,128,27,40058888,61818990,1.5432
iter,O2,128,28,40919130,61818989,1.5107
iter,O2,128,29,40345040,61818990,1.5322
iter,O2,128,30,45870754,61818991,1.3476
iter,O2,256,1,51882197,60969877,1.1751
iter,O2,256,2,50319249,60969873,1.2116
iter,O2,256,3,50626638,60969872,1.2043
iter,O2,256,4,57588228,60969873,1.0587
iter,O2,256,5,53841354,60969870,1.1323
iter,O2,256,6,50787881,60969869,1.2004
iter,O2,256,7,53168320,60969874,1.1467
iter,O2,256,8,50071376,60969871,1.2176
iter,O2,256,9,50009850,60969870,1.2191
iter,O2,256,10,50722358,60969873,1.2020
iter,O2,256,11,50321821,60969877,1.2115
iter,O2,256,12,50228618,60969873,1.2138
iter,O2,256,13,50363288,60969872,1.2106
iter,O2,256,14,51182769,60969872,1.1912
iter,O2,256,15,50357615,60969870,1.2107
iter,O2,256,16,50826865,60969871,1.1995
iter,O2,256,17,50085389,60969869,1.2173
iter,O2,256,18,50282088,60969871,1.2125
iter,O2,256,19,50076444,60969871,1.2175
iter,O2,256,20,50419468,60969870,1.2092
iter,O2,256,21,49985865,60969869,1.2197
iter,O2,256,22,51381313,60969871,1.1866
iter,O2,256,23,50142831,60969870,1.2159
iter,O2,256,24,49840849,60969869,1.2232
iter,O2,256,25,50245117,60969868,1.2134
iter,O2,256,26,50788187,60969872,1.2004
iter,O2,256,27,50374441,60969869,1.2103
iter,O2,256,28,50157321,60969869,1.2155
iter,O2,256,29,53936616,60969877,1.1303
iter,O2,256,30,50408666,60969871,1.2095
iter,O2,512,1,55883397,60542151,1.0833
iter,O2,512,2,55317240,60542147,1.0944
iter,O2,512,3,55898588,60542152,1.0830
iter,O2,512,4,57018905,60542147,1.0617
iter,O2,512,5,57105815,60542156,1.0601
iter,O2,512,6,55151507,60542148,1.0977
iter,O2,512,7,55410369,60542148,1.0926
iter,O2,512,8,55518528,60542148,1.0904
iter,O2,512,9,55510782,60542151,1.0906
iter,O2,512,10,55331521,60542148,1.0941
iter,O2,512,11,55295010,60542149,1.0948
iter,O2,512,12,55412974,60542148,1.0925
iter,O2,512,13,55491390,60542148,1.0910
iter,O2,512,14,55655295,60542149,1.0878
iter,O2,512,15,55500077,60542156,1.0908
iter,O2,512,16,59085390,60542149,1.0246
iter,O2,512,17,57748043,60542149,1.0483
iter,O2,512,18,55845530,60542152,1.0841
iter,O2,512,19,56480319,60542148,1.0719
iter,O2,512,20,55560109,60542147,1.0896
iter,O2,512,21,55564550,60542147,1.0895
iter,O2,512,22,55390936,60542148,1.0929
iter,O2,512,23,56272111,60542146,1.0758
iter,O2,512,24,55504243,60542151,1.0907
iter,O2,512,25,55561606,60542154,1.0896
iter,O2,512,26,55880661,60542179,1.0834
iter,O2,512,27,55697434,60542152,1.0869
iter,O2,512,28,55247309,60542151,1.0958
iter,O2,512,29,56231216,60542147,1.0766
iter,O2,512,30,55745268,60542152,1.0860
rec,asm,16,1,42472878,86584219,2.0385
rec,asm,16,2,41914879,86584219,2.0657
rec,asm,16,3,42311080,86584226,2.0463
rec,asm,16,4,45206810,86584223,1.9152
rec,asm,16,5,41596223,86584219,2.0815
rec,asm,16,6,41832089,86584219,2.0698
rec,asm,16,7,41613262,86584220,2.0806
rec,asm,16,8,41680151,86584219,2.0773
rec,asm,16,9,42381781,86584219,2.0429
rec,asm,16,10,45741842,86584222,1.8928
rec,asm,16,11,42550358,86584219,2.0348
rec,asm,16,12,42918789,86584220,2.0173
rec,asm,16,13,42194480,86584220,2.0520
rec,asm,16,14,45805659,86584221,1.8902
rec,asm,16,15,41577181,86584219,2.0824
rec,asm,16,16,42207726,86584219,2.0513
rec,asm,16,17,43210256,86584221,2.0037
rec,asm,16,18,44575371,86584219,1.9424
rec,asm,16,19,41438744,86584219,2.0894
rec,asm,16,20,46042997,86584226,1.8805
rec,asm,16,21,41657121,86584220,2.0784
rec,asm,16,22,43095243,86584223,2.0091
rec,asm,16,23,42019508,86584223,2.0605
rec,asm,16,24,42062401,86584218,2.0584
rec,asm,16,25,42563917,86584220,2.0342
rec,asm,16,26,41822043,86584218,2.0703
rec,asm,16,27,41725239,86584220,2.0751
rec,asm,16,28,41442755,86584219,2.0892
rec,asm,16,29,47001754,86584230,1.8421
rec,asm,16,30,41568811,86584219,2.0829
rec,asm,32,1,95918430,88295554,.9205
rec,asm,32,2,94469922,88295558,.9346
rec,asm,32,3,100560425,88295557,.8780
rec,asm,32,4,96520168,88295555,.9147
rec,asm,32,5,96668160,88295560,.9133
rec,asm,32,6,99090906,88295556,.8910
rec,asm,32,7,99167048,88295562,.8903
rec,asm,32,8,95085808,88295563,.9285
rec,asm,32,9,95789533,88295555,.9217
rec,asm,32,10,101703049,88295555,.8681
rec,asm,32,11,95991694,88295559,.9198
rec,asm,32,12,94479633,88295554,.9345
rec,asm,32,13,114308184,88295558,.7724
rec,asm,32,14,96685019,88295555,.9132
rec,asm,32,15,93839575,88295555,.9409
rec,asm,32,16,94680192,88295559,.9325
rec,asm,32,17,94529973,88295555,.9340
rec,asm,32,18,95187533,88295557,.9275
rec,asm,32,19,94797950,88295555,.9314
rec,asm,32,20,93949342,88295555,.9398
rec,asm,32,21,97319226,88295558,.9072
rec,asm,32,22,94893394,88295556,.9304
rec,asm,32,23,100680193,88295557,.8769
rec,asm,32,24,94643821,88295559,.9329
rec,asm,32,25,96333129,88295561,.9165
rec,asm,32,26,97905429,88295558,.9018
rec,asm,32,27,95012706,88295558,.9293
rec,asm,32,28,97831116,88295559,.9025
rec,asm,32,29,96121644,88295559,.9185
rec,asm,32,30,95251063,88295555,.9269
rec,asm,64,1,132919902,89190651,.6710
rec,asm,64,2,126124879,89190645,.7071
rec,asm,64,3,125779948,89190647,.7091
rec,asm,64,4,125493621,89190640,.7107
rec,asm,64,5,125781628,89190656,.7090
rec,asm,64,6,132209829,89190640,.6746
rec,asm,64,7,125857886,89190646,.7086
rec,asm,64,8,126150165,89190652,.7070
rec,asm,64,9,125236475,89190645,.7121
rec,asm,64,10,123985857,89190645,.7193
rec,asm,64,11,123891533,89190641,.7199
rec,asm,64,12,126452882,89190659,.7053
rec,asm,64,13,126574823,89190644,.7046
