rutina,nivel,n,rep,cycles,instructions,ipc
memo,O0,256,24,96143508,131131615,1.3639
memo,O0,256,25,96065992,131131620,1.3650
memo,O0,256,26,95575695,131131615,1.3720
memo,O0,256,27,97183032,131131615,1.3493
memo,O0,256,28,95874971,131131615,1.3677
memo,O0,256,29,95951275,131131615,1.3666
memo,O0,256,30,96061545,131131615,1.3650
memo,O0,512,1,97115382,131601203,1.3551
memo,O0,512,2,97816755,131601203,1.3453
memo,O0,512,3,96281465,131601203,1.3668
memo,O0,512,4,96644364,131601203,1.3617
memo,O0,512,5,96629571,131601205,1.3619
memo,O0,512,6,96459364,131601204,1.3643
memo,O0,512,7,96229337,131601203,1.3675
memo,O0,512,8,97127451,131601203,1.3549
memo,O0,512,9,97818132,131601204,1.3453
memo,O0,512,10,96051541,131601202,1.3701
memo,O0,512,11,96820617,131601203,1.3592
memo,O0,512,12,96563055,131601204,1.3628
memo,O0,512,13,97100300,131601202,1.3553
memo,O0,512,14,96312847,131601207,1.3663
memo,O0,512,15,96481040,131601203,1.3640
memo,O0,512,16,96395080,131601203,1.3652
memo,O0,512,17,96713988,131601203,1.3607
memo,O0,512,18,98163381,131601203,1.3406
memo,O0,512,19,96231453,131601206,1.3675
memo,O0,512,20,97300767,131601204,1.3525
memo,O0,512,21,96150925,131601202,1.3686
memo,O0,512,22,96340212,131601202,1.3660
memo,O0,512,23,96215517,131601203,1.3677
memo,O0,512,24,96485164,131601204,1.3639
memo,O0,512,25,97497771,131601203,1.3497
memo,O0,512,26,96101997,131601203,1.3693
memo,O0,512,27,96627346,131601203,1.3619
memo,O0,512,28,97279972,131601203,1.3528
memo,O0,512,29,96151570,131601203,1.3686
memo,O0,512,30,95961172,131601202,1.3714
memo,O2,16,1,55122013,68349136,1.2399
memo,O2,16,2,55063273,68349140,1.2412
memo,O2,16,3,73685649,68349138,.9275
memo,O2,16,4,72795489,68349137,.9389
memo,O2,16,5,72864764,68349136,.9380
memo,O2,16,6,54926477,68349137,1.2443
memo,O2,16,7,54926843,68349135,1.2443
memo,O2,16,8,54940315,68349137,1.2440
memo,O2,16,9,54803348,68349136,1.2471
memo,O2,16,10,55188543,68349134,1.2384
memo,O2,16,11,54834123,68349136,1.2464
memo,O2,16,12,72920643,68349136,.9373
memo,O2,16,13,73818517,68349138,.9259
memo,O2,16,14,73030173,68349137,.9359
memo,O2,16,15,72812181,68349137,.9387
memo,O2,16,16,54987911,68349135,1.2429
memo,O2,16,17,54871856,68349136,1.2456
memo,O2,16,18,72655029,68349136,.9407
memo,O2,16,19,54936520,68349137,1.2441
memo,O2,16,20,54800126,68349135,1.2472
memo,O2,16,21,73041542,68349138,.9357
memo,O2,16,22,55208512,68349136,1.2380
memo,O2,16,23,55024732,68349137,1.2421
memo,O2,16,24,54965567,68349136,1.2434
memo,O2,16,25,55009347,68349137,1.2425
memo,O2,16,26,72979968,68349142,.9365
memo,O2,16,27,72833201,68349138,.9384
memo,O2,16,28,72809333,68349135,.9387
memo,O2,16,29,54912145,68349136,1.2446
memo,O2,16,30,54863012,68349135,1.2458
memo,O2,32,1,76180220,72113787,.9466
memo,O2,32,2,66618729,72113785,1.0824
memo,O2,32,3,66329767,72113785,1.0872
memo,O2,32,4,76680807,72113785,.9404
memo,O2,32,5,75677189,72113786,.9529
memo,O2,32,6,67375100,72113786,1.0703
memo,O2,32,7,67894369,72113785,1.0621
memo,O2,32,8,66309758,72113785,1.0875
memo,O2,32,9,67583571,72113786,1.0670
memo,O2,32,10,78471636,72113788,.9189
memo,O2,32,11,66370122,72113785,1.0865
memo,O2,32,12,66377165,72113786,1.0864
memo,O2,32,13,76349244,72113789,.9445
memo,O2,32,14,76532030,72113786,.9422
memo,O2,32,15,76430591,72113786,.9435
memo,O2,32,16,77119303,72113787,.9350
memo,O2,32,17,76829106,72113785,.9386
memo,O2,32,18,75656617,72113786,.9531
memo,O2,32,19,76483281,72113786,.9428
memo,O2,32,20,68040619,72113785,1.0598
memo,O2,32,21,76568927,72113786,.9418
memo,O2,32,22,76084870,72113787,.9478
memo,O2,32,23,75852329,72113786,.9507
memo,O2,32,24,67493183,72113785,1.0684
memo,O2,32,25,66392989,72113785,1.0861
memo,O2,32,26,66650062,72113790,1.0819
memo,O2,32,27,67119253,72113787,1.0744
memo,O2,32,28,76525315,72113786,.9423
memo,O2,32,29,66632694,72113786,1.0822
memo,O2,32,30,76067485,72113786,.9480
memo,O2,64,1,77836229,74082534,.9517
memo,O2,64,2,77877167,74082535,.9512
memo,O2,64,3,72920569,74082534,1.0159
memo,O2,64,4,72827425,74082534,1.0172
memo,O2,64,5,78038274,74082535,.9493
memo,O2,64,6,77967803,74082533,.9501
memo,O2,64,7,73064083,74082533,1.0139
memo,O2,64,8,77772414,74082535,.9525
memo,O2,64,9,77904152,74082536,.9509
memo,O2,64,10,72777127,74082533,1.0179
memo,O2,64,11,78153075,74082538,.9479
memo,O2,64,12,72849906,74082537,1.0169
memo,O2,64,13,72959572,74082533,1.0153
memo,O2,64,14,72822141,74082534,1.0173
memo,O2,64,15,77818787,74082538,.9519
memo,O2,64,16,72786985,74082533,1.0177
memo,O2,64,17,77915161,74082535,.9508
memo,O2,64,18,77900026,74082534,.9509
memo,O2,64,19,77272182,74082534,.9587
memo,O2,64,20,73000499,74082535,1.0148
memo,O2,64,21,77756614,74082534,.9527
memo,O2,64,22,72730348,74082533,1.0185
memo,O2,64,23,72799824,74082534,1.0176
memo,O2,64,24,72893704,74082534,1.0163
memo,O2,64,25,78039852,74082533,.9492
memo,O2,64,26,77831388,74082534,.9518
memo,O2,64,27,77897956,74082533,.9510
memo,O2,64,28,77934823,74082533,.9505
memo,O2,64,29,77920837,74082535,.9507
memo,O2,64,30,78042297,74082538,.9492
memo,O2,128,1,75720058,75086385,.9916
memo,O2,128,2,78597335,75086389,.9553
memo,O2,128,3,76085610,75086385,.9868
memo,O2,128,4,78270702,75086386,.9593
memo,O2,128,5,78365801,75086385,.9581
memo,O2,128,6,78543497,75086386,.9559
memo,O2,128,7,79095412,75086386,.9493
memo,O2,128,8,75732099,75086390,.9914
memo,O2,128,9,78191009,75086386,.9602
memo,O2,128,10,75884396,75086386,.9894
memo,O2,128,11,76163749,75086385,.9858
memo,O2,128,12,75910319,75086389,.9891
memo,O2,128,13,78218563,75086389,.9599
memo,O2,128,14,75715416,75086386,.9916
memo,O2,128,15,78399439,75086386,.9577
memo,O2,128,16,78424845,75086389,.9574
memo,O2,128,17,75837022,75086386,.9901
memo,O2,128,18,75677038,75086386,.9921
memo,O2,128,19,75734454,75086386,.9914
memo,O2,128,20,78478752,75086386,.9567
memo,O2,128,21,75736799,75086387,.9914
memo,O2,128,22,76076610,75086387,.9869
memo,O2,128,23,75650926,75086390,.9925
memo,O2,128,24,76340827,75086390,.9835
memo,O2,128,25,78382459,75086388,.9579
memo,O2,128,26,75641023,75086388,.9926
memo,O2,128,27,75667846,75086386,.9923
memo,O2,128,28,78656396,75086390,.9546
memo,O2,128,29,78264689,75086389,.9593
memo,O2,128,30,78524463,75086386,.9562
memo,O2,256,1,78091332,75599264,.9680
memo,O2,256,2,82771969,75599262,.9133
memo,O2,256,3,77928898,75599262,.9701
memo,O2,256,4,78738064,75599260,.9601
memo,O2,256,5,78284040,75599264,.9657
memo,O2,256,6,77850854,75599261,.9710
memo,O2,256,7,78642456,75599261,.9613
memo,O2,256,8,78669126,75599265,.9609
memo,O2,256,9,78614193,75599261,.9616
memo,O2,256,10,78616143,75599261,.9616
memo,O2,256,11,77923841,75599263,.9701
memo,O2,256,12,78546117,75599261,.9624
memo,O2,256,13,77961586,75599261,.9696
memo,O2,256,14,78655178,75599260,.9611
memo,O2,256,15,78412349,75599263,.9641
memo,O2,256,16,78985705,75599263,.9571
memo,O2,256,17,77951653,75599260,.9698
memo,O2,256,18,77892940,75599259,.9705
memo,O2,256,19,78770028,75599262,.9597
memo,O2,256,20,78016196,75599259,.9690
memo,O2,256,21,77933848,75599261,.9700
memo,O2,256,22,77909537,75599261,.9703
memo,O2,256,23,78458514,75599261,.9635
memo,O2,256,24,78558842,75599271,.9623
memo,O2,256,25,77952869,75599261,.9698
memo,O2,256,26,78552861,75599261,.9623
memo,O2,256,27,78689538,75599262,.9607
memo,O2,256,28,77970105,75599261,.9695
memo,O2,256,29,78107784,75599264,.9678
memo,O2,256,30,78774328,75599261,.9596
memo,O2,512,1,79792965,75844209,.9505
memo,O2,512,2,79095646,75844209,.9588
memo,O2,512,3,79475699,75844211,.9543
memo,O2,512,4,79549533,75844208,.9534
memo,O2,512,5,79414231,75844208,.9550
memo,O2,512,6,79527004,75844208,.9536
memo,O2,512,7,79418364,75844211,.9549
memo,O2,512,8,79356258,75844211,.9557
memo,O2,512,9,78841146,75844208,.9619
memo,O2,512,10,79008545,75844207,.9599
memo,O2,512,11,79303040,75844208,.9563
memo,O2,512,12,78841327,75844207,.9619
memo,O2,512,13,78940356,75844210,.9607
memo,O2,512,14,79418000,75844211,.9550
memo,O2,512,15,79360190,75844206,.9556
memo,O2,512,16,79034802,75844208,.9596
memo,O2,512,17,79353904,75844208,.9557
memo,O2,512,18,79194414,75844208,.9576
memo,O2,512,19,79607217,75844211,.9527
memo,O2,512,20,78906530,75844208,.9611
memo,O2,512,21,79266205,75844212,.9568
memo,O2,512,22,79385125,75844208,.9553
memo,O2,512,23,78827122,75844207,.9621
memo,O2,512,24,79448877,75844208,.9546
memo,O2,512,25,79162621,75844207,.9580
memo,O2,512,26,79023644,75844212,.9597
memo,O2,512,27,79163266,75844208,.9580
memo,O2,512,28,79336550,75844236,.9559
memo,O2,512,29,79503375,75844207,.9539
memo,O2,512,30,79390480,75844208,.9553
